player,round,hole,strokes,par,yds,score
"Bortolin, Gianluca",1,6,4,5,284,-1
"Bortolin, Gianluca",1,7,4,3,146,1
"Bortolin, Gianluca",1,8,4,5,242,-1
"Bortolin, Gianluca",1,9,3,4,168,-1
"Bortolin, Gianluca",1,10,5,5,183,0
"Bortolin, Gianluca",1,11,4,4,177,0
"Bortolin, Gianluca",1,12,4,4,193,0
"Bortolin, Gianluca",1,13,3,4,129,-1
"Bortolin, Gianluca",1,14,2,3,104,-1
"Bortolin, Gianluca",1,15,5,4,209,1
"Bortolin, Gianluca",1,16,3,3,77,0
"Bortolin, Gianluca",1,17,3,4,188,-1
"Bortolin, Gianluca",1,18,5,5,240,0
"Gubani, Juraj",1,1,4,4,173,0
"Gubani, Juraj",1,2,4,4,211,0
"Gubani, Juraj",1,3,2,3,114,-1
"Gubani, Juraj",1,4,3,4,185,-1
"Gubani, Juraj",1,5,3,4,159,-1
"Gubani, Juraj",1,6,4,5,284,-1
"Gubani, Juraj",1,7,3,3,146,0
"Gubani, Juraj",1,8,4,5,242,-1
"Gubani, Juraj",1,9,3,4,168,-1
"Gubani, Juraj",1,10,5,5,183,0
"Gubani, Juraj",1,11,6,4,177,2
"Gubani, Juraj",1,12,5,4,193,1
"Gubani, Juraj",1,13,3,4,129,-1
"Gubani, Juraj",1,14,3,3,104,0
"Gubani, Juraj",1,15,4,4,209,0
"Gubani, Juraj",1,16,3,3,77,0
"Gubani, Juraj",1,17,4,4,188,0
"Gubani, Juraj",1,18,5,5,240,0
"van de Keuken, Herman",1,1,4,4,173,0
"van de Keuken, Herman",1,2,4,4,211,0
"van de Keuken, Herman",1,3,4,3,114,1
"van de Keuken, Herman",1,4,4,4,185,0
"van de Keuken, Herman",1,5,3,4,159,-1
"van de Keuken, Herman",1,6,4,5,284,-1
"van de Keuken, Herman",1,7,4,3,146,1
"van de Keuken, Herman",1,8,4,5,242,-1
"van de Keuken, Herman",1,9,3,4,168,-1
"van de Keuken, Herman",1,10,4,5,183,-1
"van de Keuken, Herman",1,11,4,4,177,0
"van de Keuken, Herman",1,12,4,4,193,0
"van de Keuken, Herman",1,13,3,4,129,-1
"van de Keuken, Herman",1,14,4,3,104,1
"van de Keuken, Herman",1,15,3,4,209,-1
"van de Keuken, Herman",1,16,3,3,77,0
"van de Keuken, Herman",1,17,4,4,188,0
"van de Keuken, Herman",1,18,5,5,240,0
"Wetzel, Simon",1,1,4,4,173,0
"Wetzel, Simon",1,2,4,4,211,0
"Wetzel, Simon",1,3,3,3,114,0
"Wetzel, Simon",1,4,4,4,185,0
"Wetzel, Simon",1,5,3,4,159,-1
"Wetzel, Simon",1,6,3,5,284,-2
"Wetzel, Simon",1,7,6,3,146,3
"Wetzel, Simon",1,8,5,5,242,0
"Wetzel, Simon",1,9,4,4,168,0
"Wetzel, Simon",1,10,4,5,183,-1
"Wetzel, Simon",1,11,4,4,177,0
"Wetzel, Simon",1,12,4,4,193,0
"Wetzel, Simon",1,13,4,4,129,0
"Wetzel, Simon",1,14,2,3,104,-1
"Wetzel, Simon",1,15,4,4,209,0
"Wetzel, Simon",1,16,5,3,77,2
"Wetzel, Simon",1,17,3,4,188,-1
"Wetzel, Simon",1,18,4,5,240,-1
"Laurent, GUENAIRE",1,1,4,4,173,0
"Laurent, GUENAIRE",1,2,4,4,211,0
"Laurent, GUENAIRE",1,3,3,3,114,0
"Laurent, GUENAIRE",1,4,4,4,185,0
"Laurent, GUENAIRE",1,5,3,4,159,-1
"Laurent, GUENAIRE",1,6,4,5,284,-1
"Laurent, GUENAIRE",1,7,5,3,146,2
"Laurent, GUENAIRE",1,8,5,5,242,0
"Laurent, GUENAIRE",1,9,3,4,168,-1
"Laurent, GUENAIRE",1,10,4,5,183,-1
"Laurent, GUENAIRE",1,11,4,4,177,0
"Laurent, GUENAIRE",1,12,4,4,193,0
"Laurent, GUENAIRE",1,13,3,4,129,-1
"Laurent, GUENAIRE",1,14,2,3,104,-1
"Laurent, GUENAIRE",1,15,4,4,209,0
"Laurent, GUENAIRE",1,16,2,3,77,-1
"Laurent, GUENAIRE",1,17,4,4,188,0
"Laurent, GUENAIRE",1,18,4,5,240,-1
"Perrone, Matias",1,1,4,4,173,0
"Perrone, Matias",1,2,4,4,211,0
"Perrone, Matias",1,3,5,3,114,2
"Perrone, Matias",1,4,4,4,185,0
"Perrone, Matias",1,5,4,4,159,0
"Perrone, Matias",1,6,4,5,284,-1
"Perrone, Matias",1,7,4,3,146,1
"Perrone, Matias",1,8,5,5,242,0
"Perrone, Matias",1,9,4,4,168,0
"Perrone, Matias",1,10,4,5,183,-1
"Perrone, Matias",1,11,4,4,177,0
"Perrone, Matias",1,12,4,4,193,0
"Perrone, Matias",1,13,3,4,129,-1
"Perrone, Matias",1,14,3,3,104,0
"Perrone, Matias",1,15,4,4,209,0
"Perrone, Matias",1,16,4,3,77,1
"Perrone, Matias",1,17,3,4,188,-1
"Perrone, Matias",1,18,5,5,240,0
"van Eekeres, Neville",1,1,4,4,173,0
"van Eekeres, Neville",1,2,4,4,211,0
"van Eekeres, Neville",1,3,3,3,114,0
"van Eekeres, Neville",1,4,4,4,185,0
"van Eekeres, Neville",1,5,4,4,159,0
"van Eekeres, Neville",1,6,4,5,284,-1
"van Eekeres, Neville",1,7,3,3,146,0
"van Eekeres, Neville",1,8,4,5,242,-1
"van Eekeres, Neville",1,9,3,4,168,-1
"van Eekeres, Neville",1,10,4,5,183,-1
"van Eekeres, Neville",1,11,3,4,177,-1
"van Eekeres, Neville",1,12,4,4,193,0
"van Eekeres, Neville",1,13,2,4,129,-2
"van Eekeres, Neville",1,14,3,3,104,0
"van Eekeres, Neville",1,15,3,4,209,-1
"van Eekeres, Neville",1,16,3,3,77,0
"van Eekeres, Neville",1,17,3,4,188,-1
"van Eekeres, Neville",1,18,6,5,240,1
"Jacot, Lionel",1,1,4,4,173,0
"Jacot, Lionel",1,2,4,4,211,0
"Jacot, Lionel",1,3,3,3,114,0
"Jacot, Lionel",1,4,4,4,185,0
"Jacot, Lionel",1,5,4,4,159,0
"Jacot, Lionel",1,6,5,5,284,0
"Jacot, Lionel",1,7,3,3,146,0
"Jacot, Lionel",1,8,4,5,242,-1
"Jacot, Lionel",1,9,3,4,168,-1
"Jacot, Lionel",1,10,4,5,183,-1
"Jacot, Lionel",1,11,4,4,177,0
"Jacot, Lionel",1,12,4,4,193,0
"Jacot, Lionel",1,13,4,4,129,0
"Jacot, Lionel",1,14,2,3,104,-1
"Jacot, Lionel",1,15,5,4,209,1
"Jacot, Lionel",1,16,3,3,77,0
"Jacot, Lionel",1,17,4,4,188,0
"Jacot, Lionel",1,18,6,5,240,1
"Oliver, Paul",1,1,4,4,173,0
"Oliver, Paul",1,2,5,4,211,1
"Oliver, Paul",1,3,3,3,114,0
"Oliver, Paul",1,4,4,4,185,0
"Oliver, Paul",1,5,4,4,159,0
"Oliver, Paul",1,6,5,5,284,0
"Oliver, Paul",1,7,4,3,146,1
"Oliver, Paul",1,8,4,5,242,-1
"Oliver, Paul",1,9,3,4,168,-1
"Oliver, Paul",1,10,4,5,183,-1
"Oliver, Paul",1,11,4,4,177,0
"Oliver, Paul",1,12,4,4,193,0
"Oliver, Paul",1,13,3,4,129,-1
"Oliver, Paul",1,14,3,3,104,0
"Oliver, Paul",1,15,3,4,209,-1
"Oliver, Paul",1,16,3,3,77,0
"Oliver, Paul",1,17,4,4,188,0
"Oliver, Paul",1,18,5,5,240,0
"Santor, Luca",1,1,5,4,173,1
"Santor, Luca",1,2,4,4,211,0
"Santor, Luca",1,3,5,3,114,2
"Santor, Luca",1,4,4,4,185,0
"Santor, Luca",1,5,3,4,159,-1
"Santor, Luca",1,6,4,5,284,-1
"Santor, Luca",1,7,4,3,146,1
"Santor, Luca",1,8,4,5,242,-1
"Santor, Luca",1,9,5,4,168,1
"Santor, Luca",1,10,4,5,183,-1
"Santor, Luca",1,11,4,4,177,0
"Santor, Luca",1,12,4,4,193,0
"Santor, Luca",1,13,4,4,129,0
"Santor, Luca",1,14,3,3,104,0
"Santor, Luca",1,15,3,4,209,-1
"Santor, Luca",1,16,3,3,77,0
"Santor, Luca",1,17,3,4,188,-1
"Santor, Luca",1,18,5,5,240,0
"Damien, CYTWINSKI",1,1,5,4,173,1
"Damien, CYTWINSKI",1,2,4,4,211,0
"Damien, CYTWINSKI",1,3,3,3,114,0
"Damien, CYTWINSKI",1,4,4,4,185,0
"Damien, CYTWINSKI",1,5,4,4,159,0
"Damien, CYTWINSKI",1,6,3,5,284,-2
"Damien, CYTWINSKI",1,7,3,3,146,0
"Damien, CYTWINSKI",1,8,4,5,242,-1
"Damien, CYTWINSKI",1,9,3,4,168,-1
"Damien, CYTWINSKI",1,10,6,5,183,1
"Damien, CYTWINSKI",1,11,5,4,177,1
"Damien, CYTWINSKI",1,12,4,4,193,0
"Damien, CYTWINSKI",1,13,3,4,129,-1
"Damien, CYTWINSKI",1,14,2,3,104,-1
"Damien, CYTWINSKI",1,15,4,4,209,0
"Damien, CYTWINSKI",1,16,4,3,77,1
"Damien, CYTWINSKI",1,17,2,4,188,-2
"Damien, CYTWINSKI",1,18,5,5,240,0
"Lappo, Andrea",1,1,5,4,173,1
"Lappo, Andrea",1,2,4,4,211,0
"Lappo, Andrea",1,3,4,3,114,1
"Lappo, Andrea",1,4,4,4,185,0
"Lappo, Andrea",1,5,4,4,159,0
"Lappo, Andrea",1,6,4,5,284,-1
"Lappo, Andrea",1,7,5,3,146,2
"Lappo, Andrea",1,8,4,5,242,-1
"Lappo, Andrea",1,9,3,4,168,-1
"Lappo, Andrea",1,10,3,5,183,-2
"Lappo, Andrea",1,11,3,4,177,-1
"Lappo, Andrea",1,12,4,4,193,0
"Lappo, Andrea",1,13,4,4,129,0
"Lappo, Andrea",1,14,3,3,104,0
"Lappo, Andrea",1,15,4,4,209,0
"Lappo, Andrea",1,16,3,3,77,0
"Lappo, Andrea",1,17,3,4,188,-1
"Lappo, Andrea",1,18,6,5,240,1
"Nicolas, PUSSINI",1,1,4,4,173,0
"Nicolas, PUSSINI",1,2,4,4,211,0
"Nicolas, PUSSINI",1,3,4,3,114,1
"Nicolas, PUSSINI",1,4,4,4,185,0
"Nicolas, PUSSINI",1,5,4,4,159,0
"Nicolas, PUSSINI",1,6,4,5,284,-1
"Nicolas, PUSSINI",1,7,3,3,146,0
"Nicolas, PUSSINI",1,8,4,5,242,-1
"Nicolas, PUSSINI",1,9,3,4,168,-1
"Nicolas, PUSSINI",1,10,4,5,183,-1
"Nicolas, PUSSINI",1,11,4,4,177,0
"Nicolas, PUSSINI",1,12,4,4,193,0
"Nicolas, PUSSINI",1,13,3,4,129,-1
"Nicolas, PUSSINI",1,14,3,3,104,0
"Nicolas, PUSSINI",1,15,4,4,209,0
"Nicolas, PUSSINI",1,16,4,3,77,1
"Nicolas, PUSSINI",1,17,3,4,188,-1
"Nicolas, PUSSINI",1,18,5,5,240,0
"Tengeri, Tomas",1,1,5,4,173,1
"Tengeri, Tomas",1,2,4,4,211,0
"Tengeri, Tomas",1,3,4,3,114,1
"Tengeri, Tomas",1,4,3,4,185,-1
"Tengeri, Tomas",1,5,3,4,159,-1
"Tengeri, Tomas",1,6,4,5,284,-1
"Tengeri, Tomas",1,7,4,3,146,1
"Tengeri, Tomas",1,8,5,5,242,0
"Tengeri, Tomas",1,9,3,4,168,-1
"Tengeri, Tomas",1,10,3,5,183,-2
"Tengeri, Tomas",1,11,4,4,177,0
"Tengeri, Tomas",1,12,4,4,193,0
"Tengeri, Tomas",1,13,3,4,129,-1
"Tengeri, Tomas",1,14,3,3,104,0
"Tengeri, Tomas",1,15,5,4,209,1
"Tengeri, Tomas",1,16,5,3,77,2
"Tengeri, Tomas",1,17,3,4,188,-1
"Tengeri, Tomas",1,18,5,5,240,0
"Pavan, Marco",1,1,4,4,173,0
"Pavan, Marco",1,2,4,4,211,0
"Pavan, Marco",1,3,3,3,114,0
"Pavan, Marco",1,4,5,4,185,1
"Pavan, Marco",1,5,4,4,159,0
"Pavan, Marco",1,6,4,5,284,-1
"Pavan, Marco",1,7,4,3,146,1
"Pavan, Marco",1,8,5,5,242,0
"Pavan, Marco",1,9,3,4,168,-1
"Pavan, Marco",1,10,4,5,183,-1
"Pavan, Marco",1,11,4,4,177,0
"Pavan, Marco",1,12,3,4,193,-1
"Pavan, Marco",1,13,4,4,129,0
"Pavan, Marco",1,14,4,3,104,1
"Pavan, Marco",1,15,4,4,209,0
"Pavan, Marco",1,16,4,3,77,1
"Pavan, Marco",1,17,3,4,188,-1
"Pavan, Marco",1,18,5,5,240,0
"Arnestad, Stein Tengs",1,1,4,4,173,0
"Arnestad, Stein Tengs",1,2,4,4,211,0
"Arnestad, Stein Tengs",1,3,4,3,114,1
"Arnestad, Stein Tengs",1,4,4,4,185,0
"Arnestad, Stein Tengs",1,5,4,4,159,0
"Arnestad, Stein Tengs",1,6,5,5,284,0
"Arnestad, Stein Tengs",1,7,4,3,146,1
"Arnestad, Stein Tengs",1,8,4,5,242,-1
"Arnestad, Stein Tengs",1,9,3,4,168,-1
"Arnestad, Stein Tengs",1,10,5,5,183,0
"Arnestad, Stein Tengs",1,11,4,4,177,0
"Arnestad, Stein Tengs",1,12,5,4,193,1
"Arnestad, Stein Tengs",1,13,3,4,129,-1
"Arnestad, Stein Tengs",1,14,3,3,104,0
"Arnestad, Stein Tengs",1,15,4,4,209,0
"Arnestad, Stein Tengs",1,16,3,3,77,0
"Arnestad, Stein Tengs",1,17,2,4,188,-2
"Arnestad, Stein Tengs",1,18,5,5,240,0
"Guillaume, DODET",1,1,4,4,173,0
"Guillaume, DODET",1,2,4,4,211,0
"Guillaume, DODET",1,3,3,3,114,0
"Guillaume, DODET",1,4,4,4,185,0
"Guillaume, DODET",1,5,3,4,159,-1
"Guillaume, DODET",1,6,5,5,284,0
"Guillaume, DODET",1,7,4,3,146,1
"Guillaume, DODET",1,8,5,5,242,0
"Guillaume, DODET",1,9,5,4,168,1
"Guillaume, DODET",1,10,5,5,183,0
"Guillaume, DODET",1,11,5,4,177,1
"Guillaume, DODET",1,12,4,4,193,0
"Guillaume, DODET",1,13,3,4,129,-1
"Guillaume, DODET",1,14,2,3,104,-1
"Guillaume, DODET",1,15,4,4,209,0
"Guillaume, DODET",1,16,4,3,77,1
"Guillaume, DODET",1,17,3,4,188,-1
"Guillaume, DODET",1,18,5,5,240,0
"Romuald, Pretot",1,1,4,4,173,0
"Romuald, Pretot",1,2,4,4,211,0
"Romuald, Pretot",1,3,3,3,114,0
"Romuald, Pretot",1,4,5,4,185,1
"Romuald, Pretot",1,5,4,4,159,0
"Romuald, Pretot",1,6,4,5,284,-1
"Romuald, Pretot",1,7,5,3,146,2
"Romuald, Pretot",1,8,4,5,242,-1
"Romuald, Pretot",1,9,3,4,168,-1
"Romuald, Pretot",1,10,4,5,183,-1
"Romuald, Pretot",1,11,3,4,177,-1
"Romuald, Pretot",1,12,4,4,193,0
"Romuald, Pretot",1,13,4,4,129,0
"Romuald, Pretot",1,14,3,3,104,0
"Romuald, Pretot",1,15,4,4,209,0
"Romuald, Pretot",1,16,3,3,77,0
"Romuald, Pretot",1,17,3,4,188,-1
"Romuald, Pretot",1,18,5,5,240,0
"Iron, Nick",1,1,4,4,173,0
"Iron, Nick",1,2,4,4,211,0
"Iron, Nick",1,3,3,3,114,0
"Iron, Nick",1,4,4,4,185,0
"Iron, Nick",1,5,4,4,159,0
"Iron, Nick",1,6,4,5,284,-1
"Iron, Nick",1,7,3,3,146,0
"Iron, Nick",1,8,4,5,242,-1
"Iron, Nick",1,9,3,4,168,-1
"Iron, Nick",1,10,5,5,183,0
"Iron, Nick",1,11,4,4,177,0
"Iron, Nick",1,12,5,4,193,1
"Iron, Nick",1,13,3,4,129,-1
"Iron, Nick",1,14,3,3,104,0
"Iron, Nick",1,15,5,4,209,1
"Iron, Nick",1,16,4,3,77,1
"Iron, Nick",1,17,4,4,188,0
"Iron, Nick",1,18,5,5,240,0
"Mostaard, Danny",1,1,4,4,173,0
"Mostaard, Danny",1,2,5,4,211,1
"Mostaard, Danny",1,3,3,3,114,0
"Mostaard, Danny",1,4,4,4,185,0
"Mostaard, Danny",1,5,3,4,159,-1
"Mostaard, Danny",1,6,4,5,284,-1
"Mostaard, Danny",1,7,4,3,146,1
"Mostaard, Danny",1,8,5,5,242,0
"Mostaard, Danny",1,9,4,4,168,0
"Mostaard, Danny",1,10,5,5,183,0
"Mostaard, Danny",1,11,4,4,177,0
"Mostaard, Danny",1,12,4,4,193,0
"Mostaard, Danny",1,13,3,4,129,-1
"Mostaard, Danny",1,14,2,3,104,-1
"Mostaard, Danny",1,15,5,4,209,1
"Mostaard, Danny",1,16,3,3,77,0
"Mostaard, Danny",1,17,3,4,188,-1
"Mostaard, Danny",1,18,6,5,240,1
"Frederic, CREVON",1,1,4,4,173,0
"Frederic, CREVON",1,2,4,4,211,0
"Frederic, CREVON",1,3,3,3,114,0
"Frederic, CREVON",1,4,5,4,185,1
"Frederic, CREVON",1,5,4,4,159,0
"Frederic, CREVON",1,6,4,5,284,-1
"Frederic, CREVON",1,7,4,3,146,1
"Frederic, CREVON",1,8,4,5,242,-1
"Frederic, CREVON",1,9,4,4,168,0
"Frederic, CREVON",1,10,4,5,183,-1
"Frederic, CREVON",1,11,5,4,177,1
"Frederic, CREVON",1,12,5,4,193,1
"Frederic, CREVON",1,13,4,4,129,0
"Frederic, CREVON",1,14,2,3,104,-1
"Frederic, CREVON",1,15,4,4,209,0
"Frederic, CREVON",1,16,3,3,77,0
"Frederic, CREVON",1,17,3,4,188,-1
"Frederic, CREVON",1,18,5,5,240,0
"Azenha, Flávio",1,1,5,4,173,1
"Azenha, Flávio",1,2,4,4,211,0
"Azenha, Flávio",1,3,2,3,114,-1
"Azenha, Flávio",1,4,4,4,185,0
"Azenha, Flávio",1,5,3,4,159,-1
"Azenha, Flávio",1,6,4,5,284,-1
"Azenha, Flávio",1,7,4,3,146,1
"Azenha, Flávio",1,8,4,5,242,-1
"Azenha, Flávio",1,9,4,4,168,0
"Azenha, Flávio",1,10,5,5,183,0
"Azenha, Flávio",1,11,5,4,177,1
"Azenha, Flávio",1,12,4,4,193,0
"Azenha, Flávio",1,13,4,4,129,0
"Azenha, Flávio",1,14,3,3,104,0
"Azenha, Flávio",1,15,3,4,209,-1
"Azenha, Flávio",1,16,3,3,77,0
"Azenha, Flávio",1,17,3,4,188,-1
"Azenha, Flávio",1,18,5,5,240,0
"György, Podusil",1,1,4,4,173,0
"György, Podusil",1,2,4,4,211,0
"György, Podusil",1,3,3,3,114,0
"György, Podusil",1,4,4,4,185,0
"György, Podusil",1,5,3,4,159,-1
"György, Podusil",1,6,4,5,284,-1
"György, Podusil",1,7,4,3,146,1
"György, Podusil",1,8,3,5,242,-2
"György, Podusil",1,9,3,4,168,-1
"György, Podusil",1,10,6,5,183,1
"György, Podusil",1,11,4,4,177,0
"György, Podusil",1,12,6,4,193,2
"György, Podusil",1,13,3,4,129,-1
"György, Podusil",1,14,3,3,104,0
"György, Podusil",1,15,5,4,209,1
"György, Podusil",1,16,2,3,77,-1
"György, Podusil",1,17,3,4,188,-1
"György, Podusil",1,18,4,5,240,-1
"Stoffer, Germon",1,1,4,4,173,0
"Stoffer, Germon",1,2,4,4,211,0
"Stoffer, Germon",1,3,3,3,114,0
"Stoffer, Germon",1,4,4,4,185,0
"Stoffer, Germon",1,5,4,4,159,0
"Stoffer, Germon",1,6,5,5,284,0
"Stoffer, Germon",1,7,5,3,146,2
"Stoffer, Germon",1,8,5,5,242,0
"Stoffer, Germon",1,9,3,4,168,-1
"Stoffer, Germon",1,10,4,5,183,-1
"Stoffer, Germon",1,11,4,4,177,0
"Stoffer, Germon",1,12,5,4,193,1
"Stoffer, Germon",1,13,4,4,129,0
"Stoffer, Germon",1,14,3,3,104,0
"Stoffer, Germon",1,15,5,4,209,1
"Stoffer, Germon",1,16,3,3,77,0
"Stoffer, Germon",1,17,2,4,188,-2
"Stoffer, Germon",1,18,5,5,240,0
"Voost, Matthijs",1,1,4,4,173,0
"Voost, Matthijs",1,2,4,4,211,0
"Voost, Matthijs",1,3,2,3,114,-1
"Voost, Matthijs",1,4,4,4,185,0
"Voost, Matthijs",1,5,4,4,159,0
"Voost, Matthijs",1,6,5,5,284,0
"Voost, Matthijs",1,7,4,3,146,1
"Voost, Matthijs",1,8,5,5,242,0
"Voost, Matthijs",1,9,4,4,168,0
"Voost, Matthijs",1,10,4,5,183,-1
"Voost, Matthijs",1,11,4,4,177,0
"Voost, Matthijs",1,12,4,4,193,0
"Voost, Matthijs",1,13,2,4,129,-2
"Voost, Matthijs",1,14,3,3,104,0
"Voost, Matthijs",1,15,5,4,209,1
"Voost, Matthijs",1,16,3,3,77,0
"Voost, Matthijs",1,17,3,4,188,-1
"Voost, Matthijs",1,18,5,5,240,0
"Karakas, Attila",1,1,4,4,173,0
"Karakas, Attila",1,2,4,4,211,0
"Karakas, Attila",1,3,3,3,114,0
"Karakas, Attila",1,4,4,4,185,0
"Karakas, Attila",1,5,4,4,159,0
"Karakas, Attila",1,6,4,5,284,-1
"Karakas, Attila",1,7,4,3,146,1
"Karakas, Attila",1,8,4,5,242,-1
"Karakas, Attila",1,9,3,4,168,-1
"Karakas, Attila",1,10,4,5,183,-1
"Karakas, Attila",1,11,4,4,177,0
"Karakas, Attila",1,12,5,4,193,1
"Karakas, Attila",1,13,3,4,129,-1
"Karakas, Attila",1,14,3,3,104,0
"Karakas, Attila",1,15,5,4,209,1
"Karakas, Attila",1,16,3,3,77,0
"Karakas, Attila",1,17,4,4,188,0
"Karakas, Attila",1,18,5,5,240,0
"Wallbanks, Daniel",1,1,4,4,173,0
"Wallbanks, Daniel",1,2,4,4,211,0
"Wallbanks, Daniel",1,3,3,3,114,0
"Wallbanks, Daniel",1,4,4,4,185,0
"Wallbanks, Daniel",1,5,3,4,159,-1
"Wallbanks, Daniel",1,6,4,5,284,-1
"Wallbanks, Daniel",1,7,4,3,146,1
"Wallbanks, Daniel",1,8,4,5,242,-1
"Wallbanks, Daniel",1,9,3,4,168,-1
"Wallbanks, Daniel",1,10,5,5,183,0
"Wallbanks, Daniel",1,11,3,4,177,-1
"Wallbanks, Daniel",1,12,4,4,193,0
"Wallbanks, Daniel",1,13,3,4,129,-1
"Wallbanks, Daniel",1,14,3,3,104,0
"Wallbanks, Daniel",1,15,4,4,209,0
"Wallbanks, Daniel",1,16,3,3,77,0
"Wallbanks, Daniel",1,17,3,4,188,-1
"Wallbanks, Daniel",1,18,5,5,240,0
"Monti, Matteo",1,1,4,4,173,0
"Monti, Matteo",1,2,5,4,211,1
"Monti, Matteo",1,3,4,3,114,1
"Monti, Matteo",1,4,5,4,185,1
"Monti, Matteo",1,5,4,4,159,0
"Monti, Matteo",1,6,4,5,284,-1
"Monti, Matteo",1,7,3,3,146,0
"Monti, Matteo",1,8,5,5,242,0
"Monti, Matteo",1,9,4,4,168,0
"Monti, Matteo",1,10,5,5,183,0
"Monti, Matteo",1,11,3,4,177,-1
"Monti, Matteo",1,12,5,4,193,1
"Monti, Matteo",1,13,3,4,129,-1
"Monti, Matteo",1,14,3,3,104,0
"Monti, Matteo",1,15,6,4,209,2
"Monti, Matteo",1,16,3,3,77,0
"Monti, Matteo",1,17,4,4,188,0
"Monti, Matteo",1,18,5,5,240,0
"Alexandre, DODET",1,1,5,4,173,1
"Alexandre, DODET",1,2,4,4,211,0
"Alexandre, DODET",1,3,5,3,114,2
"Alexandre, DODET",1,4,4,4,185,0
"Alexandre, DODET",1,5,3,4,159,-1
"Alexandre, DODET",1,6,5,5,284,0
"Alexandre, DODET",1,7,4,3,146,1
"Alexandre, DODET",1,8,4,5,242,-1
"Alexandre, DODET",1,9,3,4,168,-1
"Alexandre, DODET",1,10,4,5,183,-1
"Alexandre, DODET",1,11,5,4,177,1
"Alexandre, DODET",1,12,4,4,193,0
"Alexandre, DODET",1,13,4,4,129,0
"Alexandre, DODET",1,14,3,3,104,0
"Alexandre, DODET",1,15,5,4,209,1
"Alexandre, DODET",1,16,3,3,77,0
"Alexandre, DODET",1,17,3,4,188,-1
"Alexandre, DODET",1,18,5,5,240,0
"Tabet, El Mrabti",1,1,3,4,173,-1
"Tabet, El Mrabti",1,2,6,4,211,2
"Tabet, El Mrabti",1,3,4,3,114,1
"Tabet, El Mrabti",1,4,4,4,185,0
"Tabet, El Mrabti",1,5,5,4,159,1
"Tabet, El Mrabti",1,6,4,5,284,-1
"Tabet, El Mrabti",1,7,4,3,146,1
"Tabet, El Mrabti",1,8,4,5,242,-1
"Tabet, El Mrabti",1,9,3,4,168,-1
"Tabet, El Mrabti",1,10,5,5,183,0
"Tabet, El Mrabti",1,11,3,4,177,-1
"Tabet, El Mrabti",1,12,5,4,193,1
"Tabet, El Mrabti",1,13,4,4,129,0
"Tabet, El Mrabti",1,14,2,3,104,-1
"Tabet, El Mrabti",1,15,4,4,209,0
"Tabet, El Mrabti",1,16,2,3,77,-1
"Tabet, El Mrabti",1,17,4,4,188,0
"Tabet, El Mrabti",1,18,5,5,240,0
"Kikus, Tomas",1,1,5,4,173,1
"Kikus, Tomas",1,2,5,4,211,1
"Kikus, Tomas",1,3,3,3,114,0
"Kikus, Tomas",1,4,4,4,185,0
"Kikus, Tomas",1,5,4,4,159,0
"Kikus, Tomas",1,6,4,5,284,-1
"Kikus, Tomas",1,7,4,3,146,1
"Kikus, Tomas",1,8,4,5,242,-1
"Kikus, Tomas",1,9,3,4,168,-1
"Kikus, Tomas",1,10,4,5,183,-1
"Kikus, Tomas",1,11,3,4,177,-1
"Kikus, Tomas",1,12,4,4,193,0
"Kikus, Tomas",1,13,3,4,129,-1
"Kikus, Tomas",1,14,2,3,104,-1
"Kikus, Tomas",1,15,6,4,209,2
"Kikus, Tomas",1,16,3,3,77,0
"Kikus, Tomas",1,17,3,4,188,-1
"Kikus, Tomas",1,18,5,5,240,0
"Péter, Papp",1,1,4,4,173,0
"Péter, Papp",1,2,5,4,211,1
"Péter, Papp",1,3,3,3,114,0
"Péter, Papp",1,4,4,4,185,0
"Péter, Papp",1,5,4,4,159,0
"Péter, Papp",1,6,4,5,284,-1
"Péter, Papp",1,7,5,3,146,2
"Péter, Papp",1,8,4,5,242,-1
"Péter, Papp",1,9,3,4,168,-1
"Péter, Papp",1,10,4,5,183,-1
"Péter, Papp",1,11,5,4,177,1
"Péter, Papp",1,12,4,4,193,0
"Péter, Papp",1,13,3,4,129,-1
"Péter, Papp",1,14,3,3,104,0
"Péter, Papp",1,15,5,4,209,1
"Péter, Papp",1,16,2,3,77,-1
"Péter, Papp",1,17,4,4,188,0
"Péter, Papp",1,18,6,5,240,1
"Bennett, Lee",1,1,5,4,173,1
"Bennett, Lee",1,2,4,4,211,0
"Bennett, Lee",1,3,3,3,114,0
"Bennett, Lee",1,4,4,4,185,0
"Bennett, Lee",1,5,4,4,159,0
"Bennett, Lee",1,6,4,5,284,-1
"Bennett, Lee",1,7,4,3,146,1
"Bennett, Lee",1,8,4,5,242,-1
"Bennett, Lee",1,9,4,4,168,0
"Bennett, Lee",1,10,4,5,183,-1
"Bennett, Lee",1,11,5,4,177,1
"Bennett, Lee",1,12,4,4,193,0
"Bennett, Lee",1,13,4,4,129,0
"Bennett, Lee",1,14,3,3,104,0
"Bennett, Lee",1,15,4,4,209,0
"Bennett, Lee",1,16,2,3,77,-1
"Bennett, Lee",1,17,3,4,188,-1
"Bennett, Lee",1,18,5,5,240,0
"Macias, Martin",1,1,4,4,173,0
"Macias, Martin",1,2,4,4,211,0
"Macias, Martin",1,3,3,3,114,0
"Macias, Martin",1,4,5,4,185,1
"Macias, Martin",1,5,3,4,159,-1
"Macias, Martin",1,6,4,5,284,-1
